"PID_PRCPID","OID_CNT","FirstOfUSE_MAIN","MAX_FLR","TOT_FLRARE","A_ATHLETIC","A_ACADEMIC","A_PUBLCASM","A_FIREPOL","A_GARAGE","A_HOTEL","A_LIBRARY","A_MALL","A_MEDICAL","A_MUSEUM","A_OFFICE","A_RESIDENT","A_RESTRNT","A_RETAIL","A_SUPERMRK","A_SCHOOL","A_WORSHIP"
"0503445000",1,"Residential",5,449.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,449.48,0.00,0.00,0.00,0.00,0.00
"0503446000",1,"Residential",5,438.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,438.06,0.00,0.00,0.00,0.00,0.00
"0503447000",1,"Residential",5,527.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,527.23,0.00,0.00,0.00,0.00,0.00
"0503448000",1,"Residential",5,652.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,652.50,0.00,0.00,0.00,0.00,0.00
"0503449000",1,"Residential",5,541.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,541.90,0.00,0.00,0.00,0.00,0.00
"0503450000",1,"Residential",5,549.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,549.84,0.00,0.00,0.00,0.00,0.00
"0503451000",1,"Residential",5,662.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,662.81,0.00,0.00,0.00,0.00,0.00
"0503452000",1,"Residential",5,396.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,396.78,0.00,0.00,0.00,0.00,0.00
"0503453000",1,"Residential",5,748.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,748.37,0.00,0.00,0.00,0.00,0.00
"0503454000",1,"Residential",5,1098.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1098.70,0.00,0.00,0.00,0.00,0.00
"0503455000",1,"Residential",5,678.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,678.31,0.00,0.00,0.00,0.00,0.00
"0503456000",1,"Residential",5,544.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,544.73,0.00,0.00,0.00,0.00,0.00
"0503457000",1,"Residential",5,469.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,469.39,0.00,0.00,0.00,0.00,0.00
"0503458000",1,"Residential",5,463.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,463.93,0.00,0.00,0.00,0.00,0.00
"0503459000",2,"Residential",5,595.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,595.58,0.00,0.00,0.00,0.00,0.00
"0503460000",1,"Residential",5,571.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,571.20,0.00,0.00,0.00,0.00,0.00
"0503461000",1,"Residential",5,507.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,507.38,0.00,0.00,0.00,0.00,0.00
"0503462000",1,"Residential",5,495.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495.41,0.00,0.00,0.00,0.00,0.00
"0503463000",1,"Residential",5,482.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,482.03,0.00,0.00,0.00,0.00,0.00
"0503464000",1,"Residential",5,538.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,538.95,0.00,0.00,0.00,0.00,0.00
"0503465000",1,"Residential",5,511.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,511.69,0.00,0.00,0.00,0.00,0.00
"0503466000",2,"Residential",6,461.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,461.34,0.00,0.00,0.00,0.00,0.00
"0503467000",1,"Residential",5,723.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,723.82,0.00,0.00,0.00,0.00,0.00
"0503468000",1,"Residential",5,667.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,667.95,0.00,0.00,0.00,0.00,0.00
"0503469000",2,"Residential",6,776.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,776.67,0.00,0.00,0.00,0.00,0.00
"0503469001",1,"Residential",5,781.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,781.96,0.00,0.00,0.00,0.00,0.00
"0503470000",2,"Residential",6,636.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,636.11,0.00,0.00,0.00,0.00,0.00
"0503471000",1,"Residential",5,746.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,746.49,0.00,0.00,0.00,0.00,0.00
"0503472000",2,"Residential",6,1276.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1276.04,0.00,0.00,0.00,0.00,0.00
"0503474000",1,"Residential",5,448.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,448.02,0.00,0.00,0.00,0.00,0.00
"0503475000",1,"Residential",5,528.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,528.24,0.00,0.00,0.00,0.00,0.00
"0503476000",1,"Residential",4,627.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,627.36,0.00,0.00,0.00,0.00,0.00
"0503477000",1,"Residential",5,604.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,604.49,0.00,0.00,0.00,0.00,0.00
"0503478000",1,"Residential",5,558.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,558.00,0.00,0.00,0.00,0.00,0.00
"0503480000",3,"Residential",5,3134.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3134.51,0.00,0.00,0.00,0.00,0.00
"0503482000",2,"Residential",5,1024.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1024.99,0.00,0.00,0.00,0.00,0.00
"0503483000",2,"Residential",6,964.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,964.62,0.00,0.00,0.00,0.00,0.00
"0503484000",2,"Residential",6,954.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,954.10,0.00,0.00,0.00,0.00,0.00
"0503485000",1,"Residential",5,938.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,938.86,0.00,0.00,0.00,0.00,0.00
"0503486000",4,"Residential",6,1605.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1605.69,0.00,0.00,0.00,0.00,0.00
"0503487000",3,"Residential",6,1420.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1420.75,0.00,0.00,0.00,0.00,0.00
"0503488000",4,"Residential",6,1617.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1617.79,0.00,0.00,0.00,0.00,0.00
"0503489000",1,"Residential",5,788.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,788.61,0.00,0.00,0.00,0.00,0.00
"0503490000",1,"Residential",4,1245.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1245.85,0.00,0.00,0.00,0.00,0.00
"0503491000",1,"Residential",4,1212.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1212.82,0.00,0.00,0.00,0.00,0.00
"0503492000",1,"Residential",4,1205.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1205.49,0.00,0.00,0.00,0.00,0.00
"0503493000",1,"Residential",4,1233.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1233.51,0.00,0.00,0.00,0.00,0.00
"0503494000",1,"Residential",4,703.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,703.51,0.00,0.00,0.00,0.00,0.00
"0503495000",2,"Residential",4,981.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,981.50,0.00,0.00,0.00,0.00,0.00
"0503496000",1,"Residential",5,877.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,877.60,0.00,0.00,0.00,0.00,0.00
"0503497000",2,"Residential",5,1277.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1277.21,0.00,0.00,0.00,0.00,0.00
"0503498000",1,"Residential",5,843.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,843.25,0.00,0.00,0.00,0.00,0.00
"0503499000",2,"Residential",5,1050.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.22,0.00,0.00,0.00,0.00,0.00
"0503500000",2,"Residential",5,955.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,955.23,0.00,0.00,0.00,0.00,0.00
"0503501000",2,"Residential",7,2675.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2675.84,0.00,0.00,0.00,0.00,0.00
"0503502000",2,"Residential",5,1136.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1136.23,0.00,0.00,0.00,0.00,0.00
"0503503000",2,"Residential",5,1429.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1429.43,0.00,0.00,0.00,0.00,0.00
"0503504000",1,"CollegeAcademic",5,956.88,0.00,956.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503505000",2,"CollegeAcademic",4,1702.08,0.00,1702.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503506000",1,"CollegeAcademic",6,1442.24,0.00,1442.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503507000",1,"CollegeAcademic",6,1369.98,0.00,1369.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503508000",1,"CollegeAcademic",6,1289.72,0.00,1289.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503510000",1,"Residential",5,682.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,682.53,0.00,0.00,0.00,0.00,0.00
"0503511000",1,"Residential",5,370.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.25,0.00,0.00,0.00,0.00,0.00
"0503512000",1,"Residential",5,452.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,452.92,0.00,0.00,0.00,0.00,0.00
"0503513000",1,"Residential",5,385.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,385.74,0.00,0.00,0.00,0.00,0.00
"0503514000",1,"Residential",5,358.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,358.28,0.00,0.00,0.00,0.00,0.00
"0503515000",1,"Residential",5,390.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.50,0.00,0.00,0.00,0.00,0.00
"0503516000",1,"Residential",5,457.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.82,0.00,0.00,0.00,0.00,0.00
"0503517000",1,"Residential",5,422.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,422.89,0.00,0.00,0.00,0.00,0.00
"0503518000",1,"Residential",4,644.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,644.67,0.00,0.00,0.00,0.00,0.00
"0503519000",1,"Residential",4,643.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,643.01,0.00,0.00,0.00,0.00,0.00
"0503520000",1,"Residential",4,574.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,574.86,0.00,0.00,0.00,0.00,0.00
"0503521000",1,"Residential",5,635.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,635.28,0.00,0.00,0.00,0.00,0.00
"0503522000",2,"Residential",5,816.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,816.60,0.00,0.00,0.00,0.00,0.00
"0503523000",1,"Residential",5,519.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,519.71,0.00,0.00,0.00,0.00,0.00
"0503524000",2,"Residential",5,711.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,711.02,0.00,0.00,0.00,0.00,0.00
"0503525000",1,"Residential",5,511.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,511.24,0.00,0.00,0.00,0.00,0.00
"0503526000",1,"Residential",6,1765.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1765.99,0.00,0.00,0.00,0.00,0.00
"0503527000",1,"Residential",5,722.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,722.12,0.00,0.00,0.00,0.00,0.00
"0503528000",1,"Residential",6,428.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,428.97,0.00,0.00,0.00,0.00,0.00
"0503529000",1,"Residential",7,1772.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1772.40,0.00,0.00,0.00,0.00,0.00
"0503530000",1,"Residential",5,480.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.27,0.00,0.00,0.00,0.00,0.00
"0503531000",1,"Residential",5,483.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,483.05,0.00,0.00,0.00,0.00,0.00
"0503532000",2,"Residential",5,595.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,595.02,0.00,0.00,0.00,0.00,0.00
"0503533000",1,"Residential",5,517.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,517.98,0.00,0.00,0.00,0.00,0.00
"0503534000",2,"Residential",5,646.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,646.47,0.00,0.00,0.00,0.00,0.00
"0503535000",1,"Residential",5,465.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.58,0.00,0.00,0.00,0.00,0.00
"0503536000",1,"Residential",5,449.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,449.09,0.00,0.00,0.00,0.00,0.00
"0503537000",1,"Residential",5,470.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,470.09,0.00,0.00,0.00,0.00,0.00
"0503538000",2,"Residential",6,534.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,534.06,0.00,0.00,0.00,0.00,0.00
"0503539000",2,"Residential",5,657.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,657.71,0.00,0.00,0.00,0.00,0.00
"0503540000",1,"Residential",5,483.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,483.82,0.00,0.00,0.00,0.00,0.00
"0503541000",1,"Residential",4,335.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.82,0.00,0.00,0.00,0.00,0.00
"0503542000",1,"Residential",4,380.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.07,0.00,0.00,0.00,0.00,0.00
"0503543000",1,"Residential",4,366.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366.09,0.00,0.00,0.00,0.00,0.00
"0503544000",1,"Residential",4,379.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379.70,0.00,0.00,0.00,0.00,0.00
"0503545000",1,"Residential",5,629.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,629.92,0.00,0.00,0.00,0.00,0.00
"0503546000",1,"Residential",5,457.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.80,0.00,0.00,0.00,0.00,0.00
"0503547000",1,"Residential",5,452.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,452.94,0.00,0.00,0.00,0.00,0.00
"0503548000",2,"Residential",5,554.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,554.03,0.00,0.00,0.00,0.00,0.00
"0503549000",1,"Residential",4,371.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,371.14,0.00,0.00,0.00,0.00,0.00
"0503550000",1,"Residential",4,393.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,393.94,0.00,0.00,0.00,0.00,0.00
"0503551000",1,"Residential",5,556.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,556.47,0.00,0.00,0.00,0.00,0.00
"0503552000",1,"Residential",4,373.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,373.36,0.00,0.00,0.00,0.00,0.00
"0503553000",2,"Residential",5,523.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,523.01,0.00,0.00,0.00,0.00,0.00
"0503554000",2,"Residential",4,488.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,488.72,0.00,0.00,0.00,0.00,0.00
"0503555000",1,"Residential",4,361.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,361.84,0.00,0.00,0.00,0.00,0.00
"0503556000",1,"Residential",5,470.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,470.77,0.00,0.00,0.00,0.00,0.00
"0503557000",1,"Residential",5,421.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,421.72,0.00,0.00,0.00,0.00,0.00
"0503558000",1,"Residential",5,481.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,481.89,0.00,0.00,0.00,0.00,0.00
"0503559000",1,"Residential",4,457.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.54,0.00,0.00,0.00,0.00,0.00
"0503560000",1,"Residential",4,379.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379.66,0.00,0.00,0.00,0.00,0.00
"0503561000",1,"Residential",4,383.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,383.79,0.00,0.00,0.00,0.00,0.00
"0503562000",1,"Residential",5,596.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,596.86,0.00,0.00,0.00,0.00,0.00
"0503564000",1,"Residential",6,1536.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1536.20,0.00,0.00,0.00,0.00,0.00
"0503565000",3,"Residential",6,921.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,921.85,0.00,0.00,0.00,0.00,0.00
"0503566000",1,"Residential",6,1199.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1199.63,0.00,0.00,0.00,0.00,0.00
"0503567000",1,"Residential",5,2060.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2060.25,0.00,0.00,0.00,0.00,0.00
"0503568000",1,"Residential",5,735.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,735.10,0.00,0.00,0.00,0.00,0.00
"0503569000",1,"Residential",7,3242.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3242.41,0.00,0.00,0.00,0.00,0.00
"0503571000",1,"Residential",6,2106.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2106.50,0.00,0.00,0.00,0.00,0.00
"0503572000",2,"Residential",6,1752.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1752.31,0.00,0.00,0.00,0.00,0.00
"0503573000",2,"Residential",5,1329.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1329.58,0.00,0.00,0.00,0.00,0.00
"0503574000",1,"Residential",5,1804.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1804.08,0.00,0.00,0.00,0.00,0.00
"0503575000",1,"Residential",8,2473.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,309.23,2164.65,0.00,0.00,0.00,0.00,0.00
"0503576000",2,"Residential",5,924.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,924.01,0.00,0.00,0.00,0.00,0.00
"0503577000",1,"Residential",5,939.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,939.09,0.00,0.00,0.00,0.00,0.00
"0503578000",1,"Residential",4,891.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,891.15,0.00,0.00,0.00,0.00,0.00
"0503579000",1,"Residential",5,743.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,743.67,0.00,0.00,0.00,0.00,0.00
"0503580000",1,"Residential",5,682.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,682.92,0.00,0.00,0.00,0.00,0.00
"0503581000",1,"Residential",5,828.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,828.89,0.00,0.00,0.00,0.00,0.00
"0503582000",1,"Residential",5,887.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,887.58,0.00,0.00,0.00,0.00,0.00
"0503583000",1,"Residential",5,773.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,773.91,0.00,0.00,0.00,0.00,0.00
"0503584000",1,"Residential",5,898.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,898.59,0.00,0.00,0.00,0.00,0.00
"0503585000",1,"Residential",7,4858.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4858.59,0.00,0.00,0.00,0.00,0.00
"0503586000",1,"Residential",5,698.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,698.06,0.00,0.00,0.00,0.00,0.00
"0503587000",1,"Residential",5,758.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,758.48,0.00,0.00,0.00,0.00,0.00
"0503588000",1,"Residential",5,985.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,985.98,0.00,0.00,0.00,0.00,0.00
"0503589000",2,"Residential",5,1140.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1140.48,0.00,0.00,0.00,0.00,0.00
"0503590000",1,"Residential",6,1553.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1553.99,0.00,0.00,0.00,0.00,0.00
"0503591000",2,"Residential",5,1461.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1461.52,0.00,0.00,0.00,0.00,0.00
"0503592000",1,"Residential",5,697.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,697.70,0.00,0.00,0.00,0.00,0.00
"0503593000",1,"Residential",5,796.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,796.95,0.00,0.00,0.00,0.00,0.00
"0503594000",1,"Residential",5,665.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,665.59,0.00,0.00,0.00,0.00,0.00
"0503595000",1,"Office",6,3134.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3134.91,0.00,0.00,0.00,0.00,0.00,0.00
"0503596000",1,"Residential",9,8562.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8562.45,0.00,0.00,0.00,0.00,0.00
"0503597000",1,"Residential",5,731.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,731.40,0.00,0.00,0.00,0.00,0.00
"0503598000",2,"Residential",6,595.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,595.13,0.00,0.00,0.00,0.00,0.00
"0503599000",2,"Residential",6,721.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,721.91,0.00,0.00,0.00,0.00,0.00
"0503600000",2,"Residential",6,724.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,724.62,0.00,0.00,0.00,0.00,0.00
"0503601000",3,"Residential",6,680.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,680.01,0.00,0.00,0.00,0.00,0.00
"0503602000",1,"Residential",5,778.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,778.09,0.00,0.00,0.00,0.00,0.00
"0503603000",1,"Residential",5,639.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,639.23,0.00,0.00,0.00,0.00,0.00
"0503604000",1,"Residential",5,715.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,715.32,0.00,0.00,0.00,0.00,0.00
"0503605000",1,"Residential",5,703.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,703.72,0.00,0.00,0.00,0.00,0.00
"0503606000",1,"Residential",5,761.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,761.10,0.00,0.00,0.00,0.00,0.00
